time,prey,predator,exp
0.0,0.14278228138734805,2.153593768632436,3
0.01,0.1276195096593599,2.1496391715389684,3
0.023636525560885472,0.10959737830633834,2.1395019100928505,3
0.039054803667281916,0.0924422456576837,2.1224663995785344,3
0.05727488478650829,0.07586851139529438,2.0962002505619175,3
0.07734719498540793,0.06136989478950074,2.061362020319315,3
0.09948255423011221,0.04895730814717777,2.0177491531050706,3
0.12329296398208861,0.03878931824199791,1.9667163123547777,3
0.1488086871454695,0.03060896784989247,1.909112406287948,3
0.17592351365887202,0.024154698189816925,1.8461868757886952,3
0.2046923407981039,0.01911132727316794,1.7788323363115253,3
0.23516757235055075,0.015201176871264358,1.7078998263210257,3
0.2674828289445312,0.012181783159782751,1.6339971769269526,3
0.3018087637849017,0.009857230920751059,1.5576101277915129,3
0.3383113971707948,0.008074786179690372,1.479218062235826,3
0.3771764349175974,0.006715222146764753,1.3992562323757973,3
0.41876011549029984,0.005683901520485659,1.3178464098207316,3
0.46344343112332165,0.004912718781670649,1.2351576084438785,3
0.5117223735452281,0.004353017633952272,1.151277737266372,3
0.5641620486158216,0.003973947628825059,1.06635549587245,3
0.6213853524749713,0.0037612913262129828,0.9806564252062977,3
0.6839312815124262,0.0037190858030368467,0.8947745774357884,3
0.7519400946144216,0.003873006642243248,0.809933720315386,3
0.8250539005435983,0.00427657428171493,0.7278177989481094,3
0.9015740334324873,0.005013642899394247,0.6510510584390886,3
0.9795374117945759,0.006208846810510689,0.5815794314743316,3
1.0573833629625373,0.008050445300951036,0.5202004245128908,3
1.1341497126148836,0.010825228797208852,0.4668147363444893,3
1.2093167521260495,0.014965508636806096,0.42090517670392347,3
1.2826836900347292,0.02111892096077846,0.3818378501969489,3
1.3542634667880689,0.030251967370410294,0.34905290796168437,3
1.4242269889865258,0.0438075913983298,0.32218275710202565,3
1.492880257367653,0.06394871633554712,0.3011631622313639,3
1.5606880976606727,0.09395108495738938,0.286399815963167,3
1.6283700246338733,0.13888354297352065,0.27912085901720135,3
1.6971127307212066,0.20687860359495208,0.2822783844258222,3
1.7679849357480806,0.3097816159834387,0.30276156704316476,3
1.830179408560941,0.4339039459533703,0.3450126986244682,3
1.8871200212154684,0.5735979472143999,0.41867158822898387,3
1.9393341195459866,0.7084443239813223,0.5367970737595709,3
1.9898976886675397,0.8108310405400908,0.7253360872369639,3
2.0345765546107173,0.8357284323594263,0.9740378307320491,3
2.073343295975402,0.781234865592229,1.2506656841878052,3
2.109756369013243,0.6675390124241224,1.5339828486887679,3
2.1471239461789557,0.5166261009551628,1.8005883531629054,3
2.187166724690447,0.35945542235809314,2.0105078306545754,3
2.219584273367615,0.25626917221404233,2.109408169002355,3
2.2531813379543686,0.1766629990560607,2.1515371403073416,3
2.2870872930839914,0.12072534634410619,2.146551313324244,3
2.3269232825791324,0.07792691581985499,2.1000864368604977,3
2.3596227891332493,0.055280987353630906,2.0419122167070705,3
2.3944629507520836,0.039155254118157914,1.9688119392495589,3
2.427797293772224,0.028794118435725213,1.8932894973763785,3
2.4621748901484195,0.021489841022581783,1.813117780410182,3
2.4968908779202565,0.016405282418595173,1.7320082989249626,3
2.5328450942840997,0.012740687097020528,1.649321509967946,3
2.570115587322847,0.010083459438315436,1.5659887915589779,3
2.6091785206305556,0.00812951547375,1.4818726910455948,3
2.6501847270158887,0.006691394539552919,1.3974883513061023,3
2.693670158016047,0.005628633010893321,1.3125549120695457,3
2.7400585684160084,0.004851630142307606,1.2271269564635814,3
2.7899408845162545,0.004299435601957397,1.141091983767081,3
2.8439300171726827,0.003935762484965719,1.0545051455465242,3
2.9026947986013987,0.003744563755132813,0.9675569020136847,3
2.9667635062818056,0.0037308291234921993,0.8808529209177857,3
3.0361793434847426,0.003923241069573064,0.7957067346818629,3
3.1104939942115934,0.004380716201112933,0.7138180821008364,3
3.187757612008687,0.005192962828967795,0.637903855638543,3
3.266091412427603,0.006495217609968046,0.5696294916289695,3
3.3440185288484474,0.00849157264111379,0.5095912231431868,3
3.4206924615080525,0.011493628775068161,0.4575409896284625,3
3.4956649533988684,0.015969891488120818,0.41290294365038394,3
3.5687938709164664,0.022622140273678135,0.3750273862649964,3
3.6401316113619915,0.03249722607752778,0.3433727439062552,3
3.709882435635293,0.04715909387533147,0.3176131559538856,3
3.778384444616587,0.06895531657887105,0.29775529196785533,3
3.8461460114915544,0.10145265798437476,0.2843266238742632,3
3.9139620965732345,0.15020474804205783,0.2787947805146716,3
3.9831348847397905,0.2241712010359525,0.2846704503369792,3
4.054060741283341,0.33480564628412085,0.3098185013477147,3
4.114467217575973,0.46201165967352986,0.3573240024816745,3
4.170687415888542,0.6035625842508017,0.4395838530981434,3
4.222207073026496,0.7341629016720445,0.5698511500955243,3
4.272716243993788,0.8240362456661843,0.7775447638363195,3
4.3156993155099705,0.8297546636475511,1.0341121107106876,3
4.352973370473487,0.7620179791113513,1.3088039599696384,3
4.3891276881777195,0.6396237711391513,1.589375332743696,3
4.4269904081946425,0.4845023884095222,1.8485054381114305,3
4.463827002584855,0.3433682461495352,2.0281976351245565,3
4.496319367506145,0.24364881493560475,2.1185143441951326,3
4.529291440242727,0.16887687567787435,2.15304150832719,3
4.563476540352135,0.11508001141522882,2.143231675215032,3
4.6022969918349785,0.07523643899849058,2.094824935662578,3
4.634930575082752,0.05350294013287578,2.035484204278292,3
4.6694496760255415,0.03809395476938393,1.9623556240131637,3
4.70272321429633,0.02808498304408153,1.8866810972241777,3
4.737003989384786,0.02102071667913264,1.8066588353999489,3
4.771717246733533,0.01608011353957125,1.725615279008513,3
4.807686272992979,0.012512774537516196,1.6430430123078752,3
4.84502181958515,0.009920061473793694,1.5597763424925493,3
4.884162687965853,0.00801191487822795,1.4757529834610927,3
4.92529377599063,0.006605743480467955,1.3914124222738462,3
4.968935861985208,0.005566499049637849,1.306512343372591,3
5.015525095882279,0.0048072767235578856,1.2210925254123297,3
5.065651716229621,0.004269344747265902,1.1350559602012833,3
5.119934400750979,0.003918007287983617,1.0484639766720403,3
5.179037913171174,0.0037387136481262617,0.9615302765303457,3
5.243471428266381,0.0037380274365842892,0.8748988577275626,3
5.313223786478816,0.003946408368273634,0.7899468362490681,3
5.387809733860504,0.004425121772986606,0.7083872076423595,3
5.4651890685975575,0.0052660914983477395,0.6329716443831597,3
5.543530094584906,0.006608659618043272,0.5652590124014334,3
5.621386030057084,0.008662765221118918,0.5057867604038153,3
5.6979501040756295,0.011749133623862686,0.4542666317218216,3
5.772794974211609,0.016349421522968817,0.4101134653864543,3
5.845795747448227,0.02318508701821035,0.37267997506379014,3
5.9170154719922845,0.03333213104586017,0.3414368287777638,3
5.986667794145997,0.048398467542357014,0.3160770267036164,3
6.055100457699544,0.07079894285981916,0.29663576522995777,3
6.122836535908512,0.10420701598478051,0.2836876948068091,3
6.190698294569549,0.15435579437398556,0.2787931875439089,3
6.260024389947406,0.23050389860294768,0.2856810198415266,3
6.330594504987744,0.34319360016444056,0.3123642416702868,3
6.390521324659868,0.4714971406852164,0.3617515664141022,3
6.446434288073498,0.6132569168483747,0.44689227331983583,3
6.497761217420291,0.7421830223371206,0.5814014381788905,3
6.548275800880888,0.8274415056340025,0.7956985267171536,3
6.590657821568044,0.8269181108616243,1.0541511421868288,3
6.627847525147964,0.7541160989092957,1.3308165789380415,3
6.6640379871767195,0.6283039577146184,1.6108274844023016,3
6.702437834002615,0.47057202197786757,1.8684256350342137,3
6.73835841074488,0.3348068732960979,2.0372616840358817,3
6.771000492530876,0.23671862403059862,2.1231443256819005,3
6.803895827367756,0.16409102333548753,2.153640337508035,3
6.83839906827722,0.1114558260681134,2.1407123405172848,3
6.876311053562158,0.07367274636495375,2.091563085812761,3
6.909134713885528,0.05234713823202229,2.0310962451421783,3
6.943413311310497,0.03741038608969831,1.9580357306865888,3
6.976734834301292,0.027606326065325818,1.8820695446093019,3
7.010968571886255,0.02070020535064559,1.802113027535142,3
7.045724869955681,0.015852588954284676,1.721017280528414,3
7.081728811982717,0.012351251766536783,1.6384763138278975,3
7.119139450318176,0.009802677382465048,1.5551999862801242,3
7.158357918256609,0.00792664910925751,1.4712051252709089,3
7.199600618011158,0.006543179723905845,1.386862091044973,3
7.243375213530039,0.005520909799681901,1.3019609287711507,3
7.290129243164948,0.004774683132697424,1.2165261618110796,3
7.340452218617639,0.004247314876770205,1.130472691718998,3
7.394967867064398,0.003905237454432554,1.0438651914095072,3
7.454337461604166,0.003735006333137689,0.9569352898141821,3
7.519054717851362,0.0037443777754832693,0.8703566058511619,3
7.589089406074156,0.003965285609732629,0.7855274641530374,3
7.66387314363334,0.004460621326537076,0.7042343504520759,3
7.741345682428735,0.005324287143870555,0.6291975566386481,3
7.819689105639328,0.006698675694623516,0.5619181022080935,3
7.897492044972091,0.008798546860251935,0.5028779058792262,3
7.973971984623841,0.01195173360085445,0.4517636493610391,3
8.048720258075768,0.01665042852528586,0.40798148742486784,3
8.121623788875263,0.02363164955329699,0.3708871354286288,3
8.192754422943686,0.03399461115520085,0.33996057187745604,3
8.262332824820705,0.04938216321416561,0.31490979221016313,3
8.330714530949146,0.07226276630052249,0.29579257295132033,3
8.398434392366822,0.10639510009008438,0.283221450094108,3
8.466336793173586,0.15765627588196846,0.27883218700197726,3
8.535786715798235,0.2355403675859129,0.28653206447941937,3
8.605712403804333,0.349124909331213,0.31421998509180926,3
8.665387802934825,0.4783530624063813,0.3650422243205886,3
8.720996092684214,0.6199664737951912,0.45212451984276514,3
8.772197993173853,0.7476356243060375,0.5896674560676849,3
8.82269949560833,0.8295041084041354,0.8085319105698574,3
